,open,high,low,close,adjclose,volume,ticker
2019-01-15,,,,,,,
2019-01-16,0.04822048968100279,0.06525173470103152,0.0378316784791759,0.055367248879987674,0.05536741673174195,0.943888177484302,
2019-01-17,0.01577212227687874,0.0014836730472962412,0.023116182752396908,0.004710865148003229,0.0047106578066948845,-0.38227100645253453,
2019-01-18,0.01833086712093679,0.020105836252686915,0.01955249945137294,0.022591675504211706,0.022591866499546143,0.022047486894850366,
2019-01-22,0.00910631711265708,-0.004564340606240891,0.005327082854768905,-0.010629394047497964,-0.010629406747685755,0.13599336249811445,
2019-01-23,0.006505719804130283,-0.0004168498948413646,-0.007842283372011205,-0.0031599225199405723,-0.0031597256041475674,-0.22613593608215476,
2019-01-24,-0.015638031991598078,-0.0022935907516975496,0.007049733105663147,0.0012679918359672637,0.0012678458642039203,-0.3825771117244141,
2019-01-25,0.01991108789738183,0.00794150637895541,0.008697493693691882,0.012452514548061844,0.012452248656656284,0.8034601755564306,
2019-01-28,-0.014330268318587636,-0.007464246605192293,-0.006098862674666861,-0.00938087870519455,-0.009380541939003617,0.008437355524734125,
2019-01-29,-0.0004214171544352219,-0.001253343637611537,-0.004020284245808248,0.004208770223333991,0.00420861810952422,-0.3246354664119707,
2019-01-30,0.007799383585431308,0.0,-0.0065859650584425555,-0.01781228556317782,-0.017812395947574222,0.48490562479965305,
2019-01-31,-0.02279858024009218,-0.017987880896234376,-0.007057271775081642,-0.002133528406228935,-0.00213336488199678,0.056800721279000266,
2019-02-01,0.0034246541787590346,0.012140568382570827,0.007322854842841453,0.0055590831513463446,0.005559033706983518,-0.24018889236019325,
2019-02-04,0.0025597041201088633,-0.006313115197193464,0.000855268658024988,0.0036147562843953374,0.0036147631967484717,-0.14954216943684473,
2019-02-05,0.004255335381690539,0.005929664804288803,-0.014740491800112498,-0.01292374153583753,-0.01292384934154811,1.1398181378656305,
2019-02-06,-0.018432180462333192,-0.017052660490337268,-0.006938415052802349,-0.010302630192407625,-0.010302549299130881,-0.4525822738609404,
2019-02-07,-0.012303118648689826,-0.014778296144867809,-0.022489056691149867,-0.02016916705412053,-0.020169165036918568,0.03600400044449392,
2019-02-08,-0.02010485582802979,-0.021739130434782594,-0.01987936967943682,-0.009296192580912077,-0.009296088114786882,-0.0021452322213879604,
2019-02-11,0.004460320300152976,0.004666646321614509,0.014129419252345343,-0.00044675254281201227,-0.0004470537632952354,-0.3157046114156724,
2019-02-12,0.0046625017807284674,0.020570677372457435,0.013932560267073457,0.025480539715694972,0.025480799967116052,0.5749293119698398,
2019-02-13,0.019226495732260096,0.010186415841361596,0.01662234081902869,0.0021795656450100953,0.005906764881751014,-0.12393491208571994,
2019-02-14,-0.017779698911860042,-0.022527337981354867,-0.024634778280591907,-0.015006494858164743,-0.015006378354773475,-0.01071823563854013,
2019-02-15,0.009933791843671935,0.017998236832910575,0.020116175176962736,0.023625517182477518,0.02362536954130201,0.15087546239210847,
2019-02-19,0.005464480874316946,0.01768002751056308,0.007887831182425753,0.015099239726566127,0.015099159632742998,-0.2889203165623839,
2019-02-20,0.001304377680239499,-0.014406785893734675,-0.00652172254479455,-0.01296218853698905,-0.012962070080039356,0.7743737067320249,
2019-02-21,0.00412502433877826,-0.0015047225738480385,-0.002407015503613885,-0.01571581335298411,-0.015715830889678206,-0.3750778392944081,
2019-02-22,-0.007351354650549036,-0.005812711589427866,0.0035095382074270542,0.009842452673391788,0.00984248392018472,-0.352876166319413,
2019-02-25,0.01590066531610934,0.01689040221183058,0.0048087698514345245,-0.003465450590373398,-0.0034654661567189438,0.509323030404838,
2019-02-26,-0.018653493637863505,-0.00042590413444643094,-0.0045682595952454275,0.01195398982443363,0.011953928185728602,-0.2695047301057317,
2019-02-27,0.017478680993214812,-0.0012781755506827697,0.014204579320822086,0.00021474057642389965,0.0002146867046615153,-0.09029735151468987,
2019-02-28,-0.00042947085880906677,-0.004052953009326732,-0.009265251165471833,-0.012024938307080402,-0.012024824916405219,0.6470062805303558,
2019-03-01,-0.0012888842014412427,0.008781320614080546,0.010004329905442866,0.017387591413655867,0.017387586877466,0.187885567080198,
2019-03-04,0.010970064597124463,-0.0008491953742216785,-0.027993093787752055,-0.024781025707766524,-0.024781095918395057,-0.0934655443001855,
2019-03-05,-0.02659574468085102,-0.02188700730847648,0.0017723046552151622,0.0050383249627263815,0.005038402254473606,-0.30242842978328266,
2019-03-06,0.0019672164500086353,0.002824268337232594,0.00022110396424812606,-0.0135135730633823,-0.01351357204573167,-0.14800442208334275,
2019-03-07,-0.01919723091592429,-0.024913378026004906,-0.03846999516647576,-0.027397214090915667,-0.027397204938890862,1.1047851071154304,
2019-03-08,-0.029581807016022532,-0.029771166464292453,-0.008737665059769029,-0.0129486526328213,-0.01294865465450934,-0.16989796560270753,
2019-03-11,0.0027503765516170287,0.011678547231841696,0.009510550721580469,0.007825089680502106,0.007824919529396235,-0.08326891889843735,
2019-03-12,0.00434282575334799,-0.0004527038846879883,0.004825346559370169,0.004567270124640199,0.004567428497729731,-0.2520128957592792,
2019-03-13,0.009786079167385608,0.010643143621538398,0.009833073626275057,0.009547582471471028,0.009547511230452832,0.23822996330843016,
2019-03-14,-0.002253740737623411,0.01635670008437118,-0.003396773695589106,0.020040517737139885,0.02004055382089165,0.6107461620849697,
2019-03-15,0.021007460934251876,0.007275088446143219,0.027039365753031674,0.003311292017775358,0.0033113634461341412,-0.19277655872509258,
2019-03-18,0.010398172523731875,0.0067848847145686175,0.009070792931231031,0.009901006719154726,0.009900866287541943,-0.5209846373508698,
2019-03-19,0.013356703192652253,0.01478261532990821,-0.0004385103594831685,-0.0034858353397200226,-0.003485938009392453,0.2788398154251812,
2019-03-20,-0.015125258571859201,-0.016281108210408513,-0.0239087551862186,-0.025797994356683507,-0.02579770458638697,0.8158000896458988,
2019-03-21,-0.029398861315422686,-0.03114103979746219,-0.01617980271242958,-0.01683123826045363,-0.01683141364394669,0.09111218079263406,
2019-03-22,-0.02509042875764267,-0.025623806728186094,-0.05093649164948999,-0.045879983410725855,-0.04587986932575394,0.32446862663031806,
2019-03-25,-0.029677777934033367,-0.025374821518800217,-0.002166068694114842,0.0007177654196590666,0.000717688063177846,-0.3234347109414367,
2019-03-26,0.01099170647412051,0.01183431952662728,0.018089725435640025,0.017212464128350424,0.017212540614169436,0.2983829228574675,
2019-03-27,0.004490631542000578,-0.005146227384868252,-0.01468843746345494,-0.01504111400996233,-0.015041087977665901,-0.3624652419935054,
2019-03-28,-0.010823507869944904,0.003762046837630706,0.0040874769973939795,0.018611280890878712,0.018611386997985147,0.25310722400988217,
2019-03-29,0.027830593326965802,0.014054867840707308,0.022749061329573772,0.0016397211777006149,0.0016396931617568278,-0.20413776317390775,
2019-04-01,0.0032399766862929447,0.02194503910483192,0.011472762560768457,0.03203935454534679,0.032039347702303766,-0.19241237996207716,
2019-04-02,0.012226127166083955,0.004068636610520926,0.01111110031850071,0.005665080307025727,0.005664959013256032,-0.21462518698047828,
2019-04-03,0.023017281151962,0.011931621248122193,0.016941342916653834,0.005633167958159602,0.005633227138287955,0.43823231592651535,
2019-04-04,-0.005791898531260831,0.0004449489972013776,0.004727665642200174,0.00537750073998966,0.0053774337999641375,0.5162350180202833,
2019-04-05,0.007170057969208443,0.0004447511056429043,-0.004929446906518198,-0.007131707208417715,-0.007131650807137069,-0.25605023714497355,
2019-04-08,-0.013570647385939494,-0.004445449110422661,-0.006304858821412296,0.005162728309207276,0.005162628415564363,0.25068731331084404,
2019-04-09,-0.0009021406267407661,-0.003572222463532948,-0.0011329987729520319,-0.0073693172253948,-0.007369204998683321,-0.19820579847908748,
2019-04-10,0.0038375166268707073,-0.0035850289846042216,-0.002495476537708874,-0.004049500609364598,-0.004049496689827681,-0.14100683175506457,
2019-04-11,0.00022483294937591936,0.006071519009492876,0.0018193771693542082,-0.00022593485717292694,-0.0002259715564923992,0.12716513698157472,
2019-04-12,0.011690657893777656,0.02346891367163062,0.020431363029893346,0.02462720727347123,0.024627217560835968,0.04320808142649413,
2019-04-15,0.03888888888888897,0.020965255847966713,-0.010011140273672114,-0.007056222835526982,-0.007056254334350309,0.285938554535051,
2019-04-16,-0.03187169365704379,-0.020962557053183506,0.014831457245215951,0.013990696984093054,0.01399064007282047,-0.296473353337821,
2019-04-17,0.014582409895894877,0.00917627626709061,0.003100075069120356,0.009636413232136931,0.00963641269813631,0.1517628361065162,
2019-04-18,-0.002613217261971057,-0.004113414859447828,-0.008388544691284472,-0.011930569528528112,-0.011930677508055432,-0.20209800056322158,
2019-04-22,-0.006768505758901977,-0.009782625281292479,0.005788115468139399,-0.0021953562194515497,-0.002195168813699633,-0.1311521696931195,
2019-04-23,-0.0037371285418758005,0.006805738276254303,-0.002213334958956148,0.00242025541265245,0.0024202778304405204,0.3980501675637249,
2019-04-24,0.0004413163702194911,-0.011338867222917104,-0.01574984184407946,-0.01075508480458598,-0.010755167366431229,-0.2794299246001192,
2019-04-25,-0.008601662733478732,0.009483906125466568,0.009015134899889699,0.005325087199731238,0.00532502493639031,-0.15026512631303046,
2019-04-26,0.007563963221736358,-0.008083874332188379,-0.008041112501019243,-0.00904877146293337,-0.009048670738277531,0.5812176719024345,
2019-04-29,-0.0037536317113275874,0.014977979786810591,0.014411154961661898,0.022271714165168488,0.022271593874559237,-0.20587617418444826,
2019-04-30,0.016179068251716,0.0013020302996888944,0.0013318840023788248,-0.002614438836442412,-0.0026143236221266575,0.25259816333471896,
2019-05-01,0.002399140981730996,0.0008669465985366998,-0.00044337081562983993,-0.004805535427522933,-0.004805489745924207,0.05887765877206208,
2019-05-02,-0.010226227488430162,0.0032481923968739057,0.00709691048439387,0.007023698094351216,0.007023642123916929,-0.3749661647172795,
2019-05-03,0.012530219252421704,0.004532680254113242,0.011010790611762022,0.007846569354196253,0.00784673553105475,-0.06874387436464335,
2019-05-06,-0.014546286662316388,-0.0027933189849135287,-0.017643244957158966,0.00043245333781460893,0.00043217284438323844,0.14144455050542137,
2019-05-07,0.00616873282797914,-0.005602204748718642,0.004434606867098401,-0.012537787233067088,-0.012537650583000826,0.5254095548503301,
2019-05-08,-0.0026275221523078818,0.0,0.00485653917016271,-0.002189108438113596,-0.002189269205025157,-0.4938500681763871,
